responseTime,correctCount,incorrectCount,rememberRate,daysSinceLastLearn,isCorrect
3.25,7,2,0.7273,10,0
2.7,8,0,0.9,6,0
2.14,5,2,0.6667,6,0
3.93,7,1,0.8,1,1
6.14,1,5,0.25,3,0
5.88,3,2,0.5714,30,0
4.01,5,4,0.5455,6,1
4.44,6,0,0.875,58,0
4.0,2,3,0.4286,6,0
6.04,1,7,0.2,26,1
4.88,6,3,0.6364,54,0
1.75,14,1,0.8824,2,1
3.06,6,4,0.5833,17,1
9.91,3,3,0.5,14,0
4.51,8,3,0.6923,31,0
5.89,2,4,0.375,24,0
2.92,5,2,0.6667,4,1
2.54,7,4,0.6154,9,1
4.83,11,1,0.8571,26,0
3.43,8,0,0.9,20,0
6.86,9,2,0.7692,11,0
3.5,8,2,0.75,0,1
7.8,3,6,0.3636,13,0
4.96,6,1,0.7778,23,0
2.2,12,2,0.8125,5,1
6.6,4,4,0.5,7,0
1.26,14,2,0.8333,4,1
3.92,8,2,0.75,30,1
4.64,10,0,0.9167,21,0
5.53,5,3,0.6,17,0
5.87,1,1,0.5,8,0
7.04,2,6,0.3,25,0
6.47,2,3,0.4286,18,0
2.79,13,1,0.875,0,1
3.54,14,0,0.9375,30,0
5.75,2,3,0.4286,8,0
2.57,5,1,0.75,3,1
3.36,6,0,0.875,5,1
9.35,3,4,0.4444,25,0
6.2,7,5,0.5714,16,0
3.97,6,2,0.7,54,0
3.75,6,1,0.7778,13,0
4.79,5,1,0.75,8,0
3.91,2,5,0.3333,3,0
5.37,8,1,0.8182,6,0
2.9,13,0,0.9333,2,1
1.63,6,0,0.875,7,1
2.07,8,0,0.9,40,0
2.73,12,3,0.7647,18,1
6.7,2,3,0.4286,4,1
6.67,9,4,0.6667,15,0
3.35,7,1,0.8,5,1
1.79,11,2,0.8,20,1
1.29,14,1,0.8824,3,1
4.67,8,3,0.6923,2,1
8.09,1,2,0.4,26,0
3.65,7,3,0.6667,48,0
8.99,1,7,0.2,10,0
8.82,3,1,0.6667,27,0
6.2,3,5,0.4,13,0
2.08,6,0,0.875,5,1
6.99,5,5,0.5,18,0
1.74,7,0,0.8889,41,0
7.53,3,4,0.4444,24,0
8.31,3,4,0.4444,23,0
9.41,2,5,0.3333,13,0
2.31,9,0,0.9091,5,1
6.41,6,4,0.5833,14,0
6.73,1,4,0.2857,3,0
6.79,5,1,0.75,4,1
2.97,8,2,0.75,47,1
4.15,4,4,0.5,7,1
1.05,8,2,0.75,1,1
3.27,2,2,0.5,17,0
5.89,6,1,0.7778,5,1
4.91,6,2,0.7,17,0
9.88,1,2,0.4,26,0
1.74,7,0,0.8889,0,1
2.87,8,2,0.75,47,1
1.89,15,3,0.8,36,0
1.83,15,3,0.8,46,1
3.89,6,3,0.6364,43,0
7.15,3,1,0.6667,12,0
3.27,13,0,0.9333,1,1
9.4,0,3,0.2,30,0
8.01,2,1,0.6,26,0
5.14,0,7,0.1111,11,0
6.72,5,3,0.6,13,1
3.37,11,3,0.75,39,0
2.96,3,2,0.5714,5,1
2.62,4,4,0.5,17,0
8.87,2,3,0.4286,4,1
3.37,14,0,0.9375,35,0
2.87,13,2,0.8235,6,0
2.8,5,0,0.8571,0,1
5.8,1,7,0.2,18,0
2.31,10,2,0.7857,1,1
3.9,8,1,0.8182,6,1
3.52,9,1,0.8333,5,1
1.99,6,1,0.7778,6,1
2.13,6,1,0.7778,2,1
5.21,9,2,0.7692,11,1
3.38,15,1,0.8889,1,1
1.84,8,2,0.75,6,0
1.45,8,2,0.75,5,1
2.28,14,1,0.8824,1,1
3.21,14,2,0.8333,3,1
3.41,6,2,0.7,8,0
4.59,11,2,0.8,56,0
1.69,13,0,0.9333,43,0
1.13,10,0,0.9167,4,1
4.44,13,1,0.875,18,1
3.1,10,2,0.7857,1,1
8.81,1,1,0.5,30,0
2.25,12,1,0.8667,5,0
3.73,9,1,0.8333,4,1
1.27,5,0,0.8571,1,1
1.81,14,2,0.8333,1,1
5.37,0,7,0.1111,6,0
2.07,10,1,0.8462,37,0
2.95,8,1,0.8182,18,0
9.69,2,6,0.3,15,0
3.78,6,3,0.6364,6,1
6.6,5,3,0.6,7,1
2.95,9,0,0.9091,16,0
5.75,1,6,0.2222,25,0
2.39,9,2,0.7692,6,1
5.85,0,5,0.1429,16,0
2.56,9,5,0.625,6,1
8.04,2,6,0.3,13,0
1.21,9,2,0.7692,6,0
6.19,6,4,0.5833,17,1
5.59,3,5,0.4,12,0
6.41,1,5,0.25,4,0
2.8,10,3,0.7333,34,0
9.9,1,2,0.4,6,0
3.86,8,4,0.6429,12,1
4.34,9,3,0.7143,56,0
1.9,5,0,0.8571,3,1
4.97,4,3,0.5556,17,1
2.1,13,3,0.7778,49,0
2.9,6,1,0.7778,47,0
5.0,5,1,0.75,15,0
3.06,8,5,0.6,6,0
3.35,3,2,0.5714,13,0
3.0,8,2,0.75,13,1
9.36,3,3,0.5,7,0
4.6,10,2,0.7857,36,0
5.6,1,3,0.3333,4,0
4.17,2,2,0.5,12,0
5.7,8,3,0.6923,9,1
9.88,2,4,0.375,13,0
3.45,12,2,0.8125,43,0
2.5,8,2,0.75,19,0
1.91,5,2,0.6667,1,0
8.59,2,3,0.4286,21,0
7.96,1,6,0.2222,12,0
2.31,9,1,0.8333,53,0
9.67,2,1,0.6,19,0
5.98,2,4,0.375,10,0
6.97,2,5,0.3333,22,0
1.96,10,0,0.9167,2,1
5.19,8,1,0.8182,11,1
1.5,9,2,0.7692,6,0
2.47,6,1,0.7778,53,0
3.2,10,2,0.7857,6,0
3.66,7,1,0.8,3,1
6.52,2,2,0.5,7,0
6.77,2,4,0.375,24,0
2.01,14,0,0.9375,48,0
5.12,7,4,0.6154,14,0
3.65,6,2,0.7,4,1
2.39,6,0,0.875,50,0
4.8,10,0,0.9167,19,0
7.87,2,4,0.375,22,0
2.71,12,0,0.9286,1,1
4.03,4,1,0.7143,7,0
6.54,4,5,0.4545,5,0
4.95,9,2,0.7692,44,0
8.74,2,7,0.2727,6,0
3.8,5,2,0.6667,6,1
2.46,10,1,0.8462,7,0
5.72,7,5,0.5714,14,1
1.9,7,0,0.8889,4,0
7.29,4,3,0.5556,5,1
6.73,6,5,0.5385,16,0
4.2,5,2,0.6667,12,0
4.12,2,1,0.6,3,0
1.85,15,0,0.9412,1,1
2.54,7,2,0.7273,1,1
6.3,1,6,0.2222,25,0
3.06,3,5,0.4,17,0
4.47,3,5,0.4,7,0
3.05,9,0,0.9091,26,0
7.86,2,7,0.2727,8,0
5.27,1,3,0.3333,7,0
1.57,13,2,0.8235,18,1
9.99,1,2,0.4,7,0
3.68,8,0,0.9,28,0
7.21,8,1,0.8182,18,0
3.14,7,3,0.6667,16,1
2.89,6,2,0.7,5,0
2.2,7,2,0.7273,4,1
4.3,9,3,0.7143,31,0
8.87,2,7,0.2727,6,0
6.83,2,2,0.5,5,0
7.26,1,4,0.2857,4,0
1.08,12,0,0.9286,3,1
3.03,9,1,0.8333,15,0
1.69,12,0,0.9286,48,0
3.08,4,4,0.5,12,0
3.12,14,2,0.8333,48,0
1.12,12,2,0.8125,0,1
2.15,13,1,0.875,4,1
6.56,1,2,0.4,11,0
2.78,12,1,0.8667,3,1
2.56,14,2,0.8333,5,1
2.39,13,2,0.8235,50,0
1.22,10,0,0.9167,1,1
9.64,0,3,0.2,24,0
2.85,7,0,0.8889,0,1
5.35,2,3,0.4286,7,0
7.6,3,1,0.6667,10,0
4.92,12,0,0.9286,31,1
5.42,6,4,0.5833,6,1
5.85,0,5,0.1429,18,0
2.55,9,1,0.8333,12,1
4.29,15,3,0.8,30,1
2.17,7,0,0.8889,7,1
1.62,10,0,0.9167,42,0
9.01,2,2,0.5,9,0
8.79,2,2,0.5,8,0
5.7,8,5,0.6,9,1
3.2,8,3,0.6923,9,1
2.8,3,2,0.5714,9,0
2.41,9,1,0.8333,1,1
5.72,6,4,0.5833,10,0
7.71,0,1,0.3333,15,0
2.63,6,3,0.6364,17,1
7.76,2,1,0.6,11,0
3.86,11,0,0.9231,5,0
4.96,13,0,0.9333,43,0
5.62,1,2,0.4,22,0
3.13,9,2,0.7692,5,1
4.03,7,0,0.8889,57,0
8.39,3,2,0.5714,24,0
2.49,14,0,0.9375,4,1
9.82,2,4,0.375,16,0
8.1,1,7,0.2,7,0
3.22,2,4,0.375,11,0
3.78,3,2,0.5714,11,0
7.19,2,4,0.375,7,1
1.71,8,3,0.6923,40,0
5.62,1,2,0.4,16,0
1.11,11,2,0.8,5,1
2.38,11,0,0.9231,20,1
2.95,7,0,0.8889,42,0
4.29,7,2,0.7273,2,1
4.24,7,2,0.7273,49,1
4.32,12,3,0.7647,50,0
2.71,3,2,0.5714,2,1
3.76,5,2,0.6667,4,0
8.1,0,6,0.125,7,0
1.85,14,1,0.8824,33,0
2.71,5,2,0.6667,8,1
3.64,6,1,0.7778,8,0
2.22,9,0,0.9091,6,0
1.54,6,2,0.7,7,0
8.12,1,7,0.2,29,0
1.1,12,1,0.8667,2,0
4.37,4,3,0.5556,10,0
6.22,3,3,0.5,23,0
2.14,9,0,0.9091,26,0
9.0,2,2,0.5,21,0
4.96,10,3,0.7333,57,0
2.88,14,1,0.8824,18,1
3.58,13,3,0.7778,52,0
3.96,10,0,0.9167,15,1
7.05,2,2,0.5,9,0
4.45,9,3,0.7143,22,1
3.24,7,1,0.8,11,0
3.39,10,1,0.8462,60,1
1.03,6,0,0.875,5,1
4.34,13,3,0.7778,39,0
3.55,8,1,0.8182,5,0
7.04,8,4,0.6429,5,1
4.71,15,2,0.8421,55,0
4.03,7,1,0.8,14,1
3.82,9,4,0.6667,15,0
3.98,10,1,0.8462,5,1
9.12,0,6,0.125,9,0
6.51,8,1,0.8182,5,1
3.54,5,5,0.5,9,0
7.32,2,1,0.6,4,1
3.75,5,1,0.75,16,0
6.77,4,1,0.7143,10,0
4.94,14,1,0.8824,40,0
4.32,9,2,0.7692,39,0
1.62,10,0,0.9167,2,1
3.6,12,3,0.7647,35,1
8.78,1,2,0.4,28,0
7.21,8,4,0.6429,13,1
5.95,6,1,0.7778,9,0
3.68,15,1,0.8889,40,0
1.11,15,0,0.9412,5,1
5.51,0,3,0.2,7,0
3.52,15,3,0.8,32,0
1.52,10,1,0.8462,52,0
1.95,10,1,0.8462,1,1
3.2,14,0,0.9375,5,0
1.2,10,0,0.9167,7,1
7.01,0,7,0.1111,25,0
1.58,13,2,0.8235,2,1
9.04,0,6,0.125,14,0
4.97,2,1,0.6,16,0
4.83,14,2,0.8333,59,1
3.92,3,4,0.4444,4,1
4.68,9,3,0.7143,33,0
6.81,3,2,0.5714,5,0
1.86,5,1,0.75,6,0
2.67,15,2,0.8421,18,1
3.94,6,5,0.5385,7,0
9.43,1,2,0.4,8,0
8.38,3,1,0.6667,18,0
2.56,2,2,0.5,7,1
9.96,1,5,0.25,5,0
1.21,11,2,0.8,7,1
5.63,7,4,0.6154,12,1
2.45,12,1,0.8667,51,0
9.34,3,4,0.4444,30,0
6.89,6,4,0.5833,10,0
4.0,13,2,0.8235,57,0
4.78,14,2,0.8333,50,0
1.56,12,1,0.8667,48,0
1.69,15,1,0.8889,40,0
7.07,3,3,0.5,9,1
3.88,2,2,0.5,7,1
4.95,14,3,0.7895,48,1
6.63,0,3,0.2,28,0
3.91,8,3,0.6923,29,1
3.5,6,2,0.7,16,0
3.26,9,1,0.8333,37,0
4.68,7,3,0.6667,49,0
4.76,7,0,0.8889,20,0
4.95,2,3,0.4286,16,0
6.82,3,6,0.3636,15,0
2.61,10,3,0.7333,35,0
1.39,12,2,0.8125,4,1
5.44,2,5,0.3333,3,0
1.41,14,2,0.8333,1,1
4.68,12,3,0.7647,28,0
2.56,15,0,0.9412,36,0
1.86,15,1,0.8889,33,0
5.6,2,4,0.375,3,1
3.08,11,1,0.8571,35,0
5.3,9,5,0.625,11,0
4.18,8,3,0.6923,46,0
8.34,1,7,0.2,30,0
2.9,14,0,0.9375,1,1
4.86,13,3,0.7778,40,0
7.43,9,1,0.8333,10,1
5.18,3,6,0.3636,9,0
1.16,7,2,0.7273,1,1
3.6,15,0,0.9412,17,1
2.58,6,2,0.7,37,0
8.01,1,5,0.25,10,0
5.73,2,6,0.3,29,1
6.15,6,4,0.5833,15,0
3.88,13,1,0.875,7,0
3.62,13,0,0.9333,6,1
7.54,0,2,0.25,4,0
3.38,6,1,0.7778,2,1
4.81,5,3,0.6,18,1
1.75,13,0,0.9333,5,1
6.26,0,4,0.1667,18,0
3.68,11,1,0.8571,1,1
3.6,9,0,0.9091,5,0
3.83,11,0,0.9231,4,0
3.1,13,0,0.9333,24,0
2.67,8,0,0.9,37,0
2.45,8,0,0.9,37,0
7.77,3,6,0.3636,19,0
3.13,12,1,0.8667,1,1
2.99,2,4,0.375,2,1
7.39,3,5,0.4,30,0
2.81,6,3,0.6364,33,0
2.93,7,0,0.8889,55,0
1.69,15,2,0.8421,5,1
2.39,12,1,0.8667,2,1
7.37,9,4,0.6667,11,0
6.42,8,4,0.6429,4,1
1.99,9,0,0.9091,6,1
3.98,13,2,0.8235,1,1
3.28,15,0,0.9412,3,1
4.95,10,2,0.7857,49,0
1.56,6,2,0.7,57,0
4.39,12,1,0.8667,57,0
3.76,13,2,0.8235,37,1
5.0,5,3,0.6,18,0
6.54,3,6,0.3636,3,0
6.61,6,2,0.7,12,0
6.58,6,5,0.5385,10,1
3.87,5,3,0.6,6,1
1.67,12,2,0.8125,17,1
4.83,11,1,0.8571,27,0
1.09,15,2,0.8421,6,1
5.12,4,5,0.4545,9,1
1.84,8,2,0.75,7,1
7.42,5,2,0.6667,15,0
3.03,8,5,0.6,4,1
2.6,2,1,0.6,13,0
4.89,4,4,0.5,14,0
4.52,9,0,0.9091,25,0
3.67,12,0,0.9286,2,1
1.64,13,1,0.875,43,0
1.87,12,1,0.8667,6,1
1.4,11,0,0.9231,3,0
7.92,3,3,0.5,29,0
1.59,15,2,0.8421,3,1
2.46,11,2,0.8,17,0
2.03,10,1,0.8462,37,1
2.44,9,2,0.7692,7,1
5.3,2,1,0.6,11,0
4.04,2,4,0.375,2,1
5.8,2,3,0.4286,25,0
4.04,13,3,0.7778,51,0
2.63,15,3,0.8,28,1
4.97,7,3,0.6667,50,0
5.61,1,1,0.5,5,0
1.19,9,1,0.8333,4,1
3.54,9,3,0.7143,16,1
5.74,1,1,0.5,26,0
1.32,8,0,0.9,0,1
2.73,10,1,0.8462,0,1
7.42,4,3,0.5556,11,0
3.73,10,0,0.9167,36,1
4.5,9,0,0.9091,40,0
2.0,5,1,0.75,0,1
5.71,0,2,0.25,11,0
3.62,5,4,0.5455,12,0
5.71,2,1,0.6,11,0
4.08,3,2,0.5714,17,0
8.13,0,7,0.1111,9,0
7.26,1,2,0.4,24,0
3.45,15,1,0.8889,52,0
9.55,1,3,0.3333,15,0
4.07,12,2,0.8125,19,0
1.89,14,2,0.8333,50,1
7.33,3,2,0.5714,17,0
4.23,3,2,0.5714,14,0
6.61,3,4,0.4444,9,0
7.36,3,2,0.5714,18,0
4.46,3,4,0.4444,13,0
1.51,12,1,0.8667,26,0
7.57,0,2,0.25,20,0
6.02,8,4,0.6429,4,1
1.41,5,2,0.6667,5,0
2.21,11,0,0.9231,7,1
6.89,5,4,0.5455,9,0
3.17,9,0,0.9091,4,1
2.09,13,2,0.8235,51,1
1.99,9,0,0.9091,41,0
4.4,8,3,0.6923,30,0
1.55,7,2,0.7273,2,1
5.5,1,5,0.25,12,0
2.89,7,2,0.7273,6,1
5.78,2,2,0.5,9,0
6.5,3,2,0.5714,7,0
6.38,5,1,0.75,7,1
2.51,9,3,0.7143,18,0
7.76,0,6,0.125,5,0
5.1,3,7,0.3333,27,0
8.25,2,6,0.3,17,0
8.64,2,5,0.3333,27,0
3.91,15,0,0.9412,0,1
4.4,12,2,0.8125,33,0
2.56,7,0,0.8889,2,1
4.52,7,2,0.7273,38,0
2.78,13,0,0.9333,56,1
4.46,12,3,0.7647,40,0
2.72,3,2,0.5714,11,0
3.5,10,2,0.7857,44,1
6.03,3,4,0.4444,13,1
2.56,13,1,0.875,5,0
3.04,5,2,0.6667,2,0
8.29,2,5,0.3333,3,1
3.63,9,3,0.7143,12,0
2.56,13,1,0.875,1,1
3.93,15,1,0.8889,17,1
5.94,3,3,0.5,3,0
2.66,7,2,0.7273,0,1
2.04,15,0,0.9412,36,0
6.31,2,4,0.375,5,0
5.11,1,6,0.2222,30,0
5.73,5,3,0.6,7,1
1.5,8,2,0.75,51,0
1.27,11,2,0.8,2,1
3.19,6,2,0.7,5,0
1.14,8,0,0.9,0,1
4.41,9,5,0.625,4,1
2.58,5,3,0.6,5,1
8.68,3,7,0.3333,5,0
2.75,15,2,0.8421,1,1
4.17,11,1,0.8571,31,0
1.84,5,1,0.75,6,1
7.0,8,1,0.8182,7,1
2.79,7,0,0.8889,1,1
3.6,6,1,0.7778,14,0
2.14,12,3,0.7647,20,1
6.18,0,6,0.125,20,0
5.58,4,5,0.4545,17,0
6.18,3,5,0.4,4,0
2.85,12,0,0.9286,7,0
5.73,3,2,0.5714,3,0
3.14,14,0,0.9375,7,1
4.8,4,5,0.4545,2,0
5.18,2,7,0.2727,10,0
4.78,4,4,0.5,15,0
8.96,3,2,0.5714,10,1
1.8,15,1,0.8889,0,1
4.56,7,4,0.6154,11,0
2.75,9,1,0.8333,1,1
6.81,8,5,0.6,2,1
2.8,13,0,0.9333,4,1
1.2,12,0,0.9286,5,1
5.56,1,5,0.25,25,0
6.46,8,4,0.6429,4,1
3.61,8,2,0.75,7,0
4.91,7,5,0.5714,10,0
5.42,8,3,0.6923,8,0
3.92,8,2,0.75,16,0
8.75,0,4,0.1667,13,0
3.74,12,0,0.9286,5,0
1.74,10,0,0.9167,51,0
2.0,13,3,0.7778,29,0
4.96,15,3,0.8,59,0
2.77,13,1,0.875,33,0
1.83,8,3,0.6923,44,0
4.58,15,0,0.9412,21,0
3.18,7,1,0.8,17,0
8.91,0,3,0.2,21,0
2.99,12,0,0.9286,29,1
3.62,9,3,0.7143,47,0
7.41,2,6,0.3,21,0
5.99,3,4,0.4444,6,0
5.03,0,1,0.3333,27,0
2.61,15,1,0.8889,7,1
4.76,9,2,0.7692,17,1
2.5,5,3,0.6,10,0
5.6,1,1,0.5,21,0
6.94,1,3,0.3333,30,0
1.32,13,1,0.875,2,1
9.56,0,7,0.1111,4,0
2.89,7,4,0.6154,2,1
2.24,13,0,0.9333,46,0
1.97,8,3,0.6923,34,0
1.71,7,0,0.8889,0,1
6.31,2,5,0.3333,4,0
6.0,2,6,0.3,21,0
4.92,10,3,0.7333,55,0
3.62,5,5,0.5,4,1
3.09,12,0,0.9286,0,1
3.3,7,1,0.8,2,1
3.1,13,1,0.875,1,1
1.57,9,0,0.9091,52,1
5.52,2,5,0.3333,12,0
3.07,7,2,0.7273,47,0
3.69,6,2,0.7,0,0
9.74,1,5,0.25,14,0
3.83,2,2,0.5,17,0
6.14,2,3,0.4286,7,0
3.2,5,1,0.75,7,1
8.73,2,1,0.6,24,0
7.47,3,5,0.4,21,0
1.16,9,0,0.9091,2,1
5.83,1,3,0.3333,16,0
5.81,7,4,0.6154,4,1
6.71,3,7,0.3333,10,0
3.41,8,2,0.75,21,0
9.25,3,2,0.5714,10,0
3.88,13,2,0.8235,48,0
3.36,9,3,0.7143,11,0
2.3,13,2,0.8235,26,0
1.6,12,2,0.8125,21,1
5.97,9,1,0.8333,8,0
3.08,9,1,0.8333,41,1
6.96,3,5,0.4,2,0
2.79,8,2,0.75,22,0
1.84,13,1,0.875,5,0
7.48,0,3,0.2,19,0
9.78,2,7,0.2727,14,0
3.37,6,2,0.7,5,1
3.31,13,1,0.875,5,1
2.21,12,0,0.9286,28,1
2.47,5,2,0.6667,3,1
6.7,5,4,0.5455,13,0
1.59,15,2,0.8421,27,0
2.65,4,4,0.5,11,1
4.17,9,1,0.8333,17,1
3.08,9,4,0.6667,17,1
1.36,8,2,0.75,7,1
8.11,3,6,0.3636,7,0
2.74,5,0,0.8571,1,1
3.58,3,3,0.5,8,0
5.24,6,1,0.7778,12,0
3.07,15,2,0.8421,7,1
8.76,2,7,0.2727,14,0
5.48,3,5,0.4,12,0
8.22,3,3,0.5,25,0
4.29,9,3,0.7143,34,0
2.56,10,0,0.9167,31,0
1.9,15,2,0.8421,17,0
8.91,1,4,0.2857,19,0
5.73,2,3,0.4286,20,0
4.67,7,3,0.6667,36,0
3.79,11,0,0.9231,0,1
2.71,10,3,0.7333,47,0
5.37,2,4,0.375,15,0
3.01,10,0,0.9167,36,0
8.08,3,4,0.4444,21,0
2.03,12,2,0.8125,5,1
5.18,0,3,0.2,21,0
4.16,9,2,0.7692,2,1
4.12,10,2,0.7857,31,1
6.06,3,1,0.6667,23,0
8.9,3,6,0.3636,18,0
7.48,4,4,0.5,11,1
3.15,4,4,0.5,17,0
6.68,4,4,0.5,15,0
5.36,7,4,0.6154,2,1
2.34,8,1,0.8182,3,0
3.98,11,1,0.8571,28,0
1.62,14,1,0.8824,0,1
2.98,9,5,0.625,12,1
3.81,7,3,0.6667,50,0
2.95,15,3,0.8,23,0
7.03,2,2,0.5,6,0
3.85,12,3,0.7647,49,0
5.51,2,1,0.6,6,0
5.01,2,2,0.5,6,0
3.61,6,1,0.7778,2,1
1.92,10,1,0.8462,32,0
8.83,0,4,0.1667,23,0
2.77,7,0,0.8889,0,1
6.1,0,2,0.25,14,0
5.25,6,3,0.6364,2,1
3.97,7,2,0.7273,31,0
1.34,15,1,0.8889,4,1
1.75,9,0,0.9091,32,0
5.22,4,5,0.4545,3,1
2.79,9,1,0.8333,5,1
6.22,9,1,0.8333,9,1
3.64,6,3,0.6364,27,0
2.28,15,2,0.8421,7,1
9.59,1,5,0.25,15,0
1.64,6,1,0.7778,1,1
3.58,7,1,0.8,6,1
3.76,3,5,0.4,2,1
9.72,3,3,0.5,18,0
5.98,1,3,0.3333,8,0
6.37,3,5,0.4,3,1
6.06,9,2,0.7692,9,1
5.87,4,1,0.7143,8,1
2.68,6,2,0.7,49,0
8.63,3,3,0.5,6,0
6.28,2,6,0.3,10,0
2.72,7,0,0.8889,1,1
7.75,1,3,0.3333,4,1
2.85,9,2,0.7692,6,1
5.71,8,4,0.6429,15,0
2.52,13,0,0.9333,1,1
5.79,6,5,0.5385,8,1
3.47,7,1,0.8,4,1
1.19,6,2,0.7,3,1
4.72,7,3,0.6667,42,0
2.8,7,4,0.6154,3,1
9.86,0,3,0.2,20,0
4.73,7,2,0.7273,7,0
1.06,11,0,0.9231,3,1
3.51,9,3,0.7143,14,0
7.17,1,2,0.4,22,0
7.91,2,6,0.3,12,0
7.49,2,2,0.5,18,0
3.06,6,5,0.5385,17,0
3.83,7,2,0.7273,13,0
2.32,9,0,0.9091,19,1
5.47,3,2,0.5714,23,0
3.76,6,2,0.7,4,1
9.95,0,3,0.2,4,0
7.13,1,1,0.5,21,0
1.76,6,3,0.6364,35,0
7.05,3,5,0.4,3,1
3.68,6,1,0.7778,0,0
2.4,15,2,0.8421,2,1
6.14,2,2,0.5,23,0
9.11,0,2,0.25,23,0
3.15,15,3,0.8,33,0
3.63,12,1,0.8667,42,0
2.53,15,0,0.9412,4,1
4.21,8,0,0.9,16,0
1.63,7,0,0.8889,55,0
7.78,3,3,0.5,28,0
2.51,15,3,0.8,37,0
4.19,2,3,0.4286,18,0
3.05,10,2,0.7857,7,1
2.91,13,2,0.8235,3,1
3.92,8,0,0.9,4,1
9.41,1,2,0.4,15,0
1.27,7,0,0.8889,3,1
3.51,8,0,0.9,1,0
2.55,12,0,0.9286,26,1
1.55,14,2,0.8333,4,0
9.23,1,7,0.2,27,0
3.55,4,1,0.7143,10,1
1.51,6,1,0.7778,2,1
8.28,3,4,0.4444,17,0
3.59,5,2,0.6667,4,1
4.49,9,3,0.7143,39,0
3.49,9,2,0.7692,52,0
3.57,5,0,0.8571,7,1
5.86,2,5,0.3333,7,1
4.74,15,2,0.8421,53,0
4.11,8,3,0.6923,8,1
4.71,9,1,0.8333,6,0
3.25,10,1,0.8462,0,1
3.91,11,1,0.8571,3,1
4.87,7,5,0.5714,3,1
6.41,8,5,0.6,10,1
5.0,0,4,0.1667,6,0
6.45,5,4,0.5455,2,0
1.04,12,1,0.8667,5,1
9.32,3,1,0.6667,9,0
3.25,8,3,0.6923,14,1
8.64,1,6,0.2222,11,0
1.76,9,0,0.9091,0,1
5.61,2,4,0.375,30,0
1.27,10,0,0.9167,2,1
5.07,1,3,0.3333,14,0
3.96,9,1,0.8333,60,0
9.03,3,1,0.6667,8,0
3.53,14,3,0.7895,42,1
2.69,4,1,0.7143,15,0
2.73,8,3,0.6923,22,0
3.45,5,1,0.75,3,1
5.74,8,3,0.6923,3,0
1.88,6,0,0.875,60,0
2.61,8,1,0.8182,3,1
4.27,8,5,0.6,8,1
1.96,12,1,0.8667,0,1
1.31,11,1,0.8571,7,1
2.56,7,0,0.8889,4,1
6.39,2,2,0.5,11,0
2.91,15,1,0.8889,38,1
1.54,6,0,0.875,15,1
5.87,6,2,0.7,9,1
3.94,5,5,0.5,14,1
2.74,13,2,0.8235,1,1
7.61,1,4,0.2857,15,0
2.82,15,2,0.8421,1,1
9.38,2,3,0.4286,10,0
1.35,7,2,0.7273,7,1
2.07,5,1,0.75,7,1
2.61,7,2,0.7273,34,0
3.13,11,1,0.8571,7,1
4.12,6,0,0.875,52,0
5.52,0,4,0.1667,17,0
7.23,2,7,0.2727,8,0
4.25,8,0,0.9,25,0
3.38,10,3,0.7333,20,1
5.64,2,5,0.3333,16,0
6.64,3,3,0.5,25,0
6.61,1,4,0.2857,24,0
5.99,2,3,0.4286,16,0
1.01,14,0,0.9375,3,0
2.98,2,3,0.4286,4,0
4.66,8,5,0.6,11,0
2.51,5,0,0.8571,0,0
7.04,1,3,0.3333,6,0
8.74,0,4,0.1667,19,0
6.88,5,3,0.6,9,0
3.37,10,2,0.7857,2,1
7.8,0,7,0.1111,21,0
1.76,5,2,0.6667,2,1
3.02,14,1,0.8824,45,0
1.6,9,2,0.7692,6,1
5.73,0,7,0.1111,3,0
2.79,3,4,0.4444,4,1
8.01,0,1,0.3333,18,0
3.61,15,2,0.8421,45,1
4.82,9,1,0.8333,56,0
6.03,2,5,0.3333,3,0
3.98,7,1,0.8,8,0
6.09,5,2,0.6667,9,1
7.45,0,7,0.1111,19,0
8.11,3,5,0.4,5,0
8.41,3,2,0.5714,29,0
3.52,9,3,0.7143,59,0
6.15,1,2,0.4,16,0
1.46,6,0,0.875,4,1
7.48,3,4,0.4444,4,1
1.97,13,2,0.8235,4,1
4.0,8,0,0.9,5,0
2.84,9,0,0.9091,21,1
7.15,0,1,0.3333,29,0
5.66,6,5,0.5385,2,1
7.62,3,3,0.5,8,0
3.08,8,2,0.75,14,1
7.87,2,5,0.3333,4,0
2.28,10,0,0.9167,1,1
3.29,7,5,0.5714,15,1
4.83,4,4,0.5,11,0
6.05,0,1,0.3333,12,0
3.48,12,2,0.8125,46,0
4.91,5,4,0.5455,12,0
6.19,1,5,0.25,13,0
2.84,9,1,0.8333,4,1
4.46,8,5,0.6,12,1
5.21,5,2,0.6667,14,0
5.91,0,5,0.1429,10,0
7.09,8,3,0.6923,14,1
3.16,6,5,0.5385,4,1
9.15,0,7,0.1111,10,0
5.88,2,3,0.4286,18,0
8.86,3,5,0.4,28,0
3.32,10,1,0.8462,1,1
2.15,12,0,0.9286,50,0
3.67,14,0,0.9375,7,0
2.77,9,1,0.8333,16,1
4.37,11,0,0.9231,21,1
6.29,0,7,0.1111,29,0
4.88,8,1,0.8182,27,0
8.7,0,3,0.2,11,0
3.51,11,1,0.8571,4,1
3.43,12,1,0.8667,5,1
5.07,7,5,0.5714,9,1
3.19,9,2,0.7692,15,0
3.28,6,2,0.7,24,0
